Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
431650,Phoning Home,https://steamcdn-a.akamaihd.net/steam/apps/431650/header.jpg?t=1548065563,,ION LANDS,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Survival;Open World,,390,158,,0,,14.99
444140,Sonicomi,https://steamcdn-a.akamaihd.net/steam/apps/444140/header.jpg?t=1468316531,,Nitroplus,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Casual,Sexual Content;Anime;Mature,,390,37,,0,,26.99
244070,Sid Meier’s Ace Patrol,https://steamcdn-a.akamaihd.net/steam/apps/244070/header.jpg?t=1526515075,,Firaxis Games,,,,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Strategy;Casual;Turn-Based,,389,181,,175,,3.99
352700,Subspace Continuum,https://steamcdn-a.akamaihd.net/steam/apps/352700/header.jpg?t=1543784055,,Virgin Interactive Entertainment;PriitK,,,,Online Multi-Player;MMO;Cross-Platform Multiplayer;Partial Controller Support;Stats,Action;Casual;Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;Action,,389,54,,0,,0
397350,Lords of the Realm II,https://steamcdn-a.akamaihd.net/steam/apps/397350/header.jpg?t=1478600158,,Impressions Games,,,,Single-player,RPG;Strategy,Strategy;RPG;Medieval,,389,21,,0,,1.99
458730,Conception II: Children of the Seven Stars,https://steamcdn-a.akamaihd.net/steam/apps/458730/header.jpg?t=1540188215,,"Spike Chunsoft Co., Ltd.",,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG;Anime;JRPG,,389,67,,137,,14.99
471330,VERSUS SQUAD,https://steamcdn-a.akamaihd.net/steam/apps/471330/header.jpg?t=1529333632,,DiezelPower,,,,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Survival,,389,88,,338,,5.99
257970,Loren The Amazon Princess,https://steamcdn-a.akamaihd.net/steam/apps/257970/header.jpg?t=1523519065,,Winter Wolves,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG,Visual Novel;RPG;Indie,,388,92,,392,,14.99
282100,Fearless Fantasy,https://steamcdn-a.akamaihd.net/steam/apps/282100/header.jpg?t=1447360544,,Enter Skies,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG,RPG;Indie;Action,,388,100,,854,,4.99
298400,Knightmare Tower,https://steamcdn-a.akamaihd.net/steam/apps/298400/header.jpg?t=1447361664,,Juicy Beast Studio,,,,Single-player;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,388,28,,427,,2.79
321870,Silence of the Sleep,https://steamcdn-a.akamaihd.net/steam/apps/321870/header.jpg?t=1489394818,,Jesse Makkonen,,,,Single-player;Steam Trading Cards,Adventure;Indie,Horror;Adventure;Indie,,388,131,,217,,3.99
449020,The Bottom of the Well,https://steamcdn-a.akamaihd.net/steam/apps/449020/header.jpg?t=1461175971,,Red Nettle Studio,,,,Single-player;Steam Achievements,Free to Play;RPG,Free to Play;Visual Novel;Choose Your Own Adventure,,388,59,,0,,0
454410,GIGA WRECKER,https://steamcdn-a.akamaihd.net/steam/apps/454410/header.jpg?t=1553785513,,GAME FREAK inc.,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Adventure,Action;Adventure;Platformer,,388,69,,32,,14.99
499890,Aaero,https://steamcdn-a.akamaihd.net/steam/apps/499890/header.jpg?t=1530636179,,Mad Fellows,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Music,,388,61,,126,,10.99
263320,Saturday Morning RPG,https://steamcdn-a.akamaihd.net/steam/apps/263320/header.jpg?t=1464985819,,Mighty Rabbit Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;RPG,RPG;Indie;Turn-Based,,387,98,,958,,4.99
359900,The Incredible Adventures of Van Helsing III,https://steamcdn-a.akamaihd.net/steam/apps/359900/header.jpg?t=1507544518,,NeocoreGames,,,,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Action;Adventure,,387,281,,0,,10.99
385400,Weapons Genius,https://steamcdn-a.akamaihd.net/steam/apps/385400/header.jpg?t=1447376982,,JDM4iK,,,,Single-player,Action;Casual;Indie;Simulation,Simulation;Action;Casual,,387,538,,53,,5.19
415610,Red Comrades Save the Galaxy: Reloaded,https://steamcdn-a.akamaihd.net/steam/apps/415610/header.jpg?t=1524469089,,Buka Development,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Adventure;Comedy;Classic,,387,26,,0,,2.79
305940,Project AURA,https://steamcdn-a.akamaihd.net/steam/apps/305940/header.jpg?t=1537847092,,Pixel Quality Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Indie;Simulation;Strategy,Strategy;Simulation;City Builder,,386,171,,0,,11.99
427980,Aozora Meikyuu,https://steamcdn-a.akamaihd.net/steam/apps/427980/header.jpg?t=1519463911,,Yume Creations,,,,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie,Nudity;Anime;Visual Novel,,386,96,,152,,3.99
7650,X-COM: Terror From the Deep,https://steamcdn-a.akamaihd.net/steam/apps/7650/header.jpg?t=1531947644,,"MicroProse Software, Inc",,,,Single-player,Strategy,Strategy;Turn-Based;Sci-fi,,385,32,,82,,2.99
39650,The Guild II,https://steamcdn-a.akamaihd.net/steam/apps/39650/header.jpg?t=1533042365,,4 Head Studios,,,,Single-player,Simulation;Strategy,Simulation;Strategy;Medieval,,385,196,,1018,,8.99
224900,Iron Sky: Invasion,https://steamcdn-a.akamaihd.net/steam/apps/224900/header.jpg?t=1484924150,,Reality Pump,,,,Single-player;Steam Achievements;Partial Controller Support,Action;Simulation;Strategy,Simulation;Action;Strategy,,385,274,,420,,14.99
201210,Pox Nora,https://steamcdn-a.akamaihd.net/steam/apps/201210/header.jpg?t=1502833176,,Desert Owl Games LLC,,,,Single-player;Multi-player;Steam Trading Cards,Free to Play;RPG;Strategy,Free to Play;Strategy;RPG,,384,148,,2,,0
336610,Outcast 1.1,https://steamcdn-a.akamaihd.net/steam/apps/336610/header.jpg?t=1549609852,,Fresh3D,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;RPG,Adventure;Action;Classic,,384,35,,0,,4.79
340340,Domestic Dog,https://steamcdn-a.akamaihd.net/steam/apps/340340/header.jpg?t=1553296308,,Sean Davy,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Simulation;Indie;Casual,,384,90,,840,,1.99
343560,Bob Was Hungry,https://steamcdn-a.akamaihd.net/steam/apps/343560/header.jpg?t=1447367416,,Shorebound Studios,,,,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Indie;Platformer;Co-op,,384,52,,14,,6.99
446390,Onechanbara Z2: Chaos,https://steamcdn-a.akamaihd.net/steam/apps/446390/header.jpg?t=1478743816,,Tamsoft,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;Nudity;Female Protagonist,,384,119,,0,,29.99
475490,Major\Minor - Complete Edition,https://steamcdn-a.akamaihd.net/steam/apps/475490/header.jpg?t=1498011474,,Klace,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG;Simulation,Visual Novel;Indie;Adventure,,384,111,,0,,14.99
256460,Cosmic Star Heroine,https://steamcdn-a.akamaihd.net/steam/apps/256460/header.jpg?t=1529605351,,Zeboyd Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;Sci-fi,,383,42,,302,,10.99
390660,Call of Tomsk-7,https://steamcdn-a.akamaihd.net/steam/apps/390660/header.jpg?t=1473901370,,Daniel Mercier,,,,Single-player;Partial Controller Support,Action;Indie,Action;Indie;Side Scroller,,383,83,,0,,0.79
391070,Stellar 2D,https://steamcdn-a.akamaihd.net/steam/apps/391070/header.jpg?t=1447377343,,quad games,,,,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Indie;Casual;Action,,383,600,,223,,0.79
282030,Carmageddon 2: Carpocalypse Now,https://steamcdn-a.akamaihd.net/steam/apps/282030/header.jpg?t=1549522854,,Stainless Games Ltd,,,,Single-player;Steam Trading Cards,Action;Indie;Racing,Racing;Action;Indie,,382,39,,183,,5.99
226960,Ironclad Tactics,https://steamcdn-a.akamaihd.net/steam/apps/226960/header.jpg?t=1526408058,,Zachtronics,,,,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Card Game,,381,170,,142,,10.99
288930,The Charnel House Trilogy,https://steamcdn-a.akamaihd.net/steam/apps/288930/header.jpg?t=1449600254,,Owl Cave,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Adventure;Horror;Indie,,381,80,,0,,4.79
315840,Catacomb Kids,https://steamcdn-a.akamaihd.net/steam/apps/315840/header.jpg?t=1506375844,,FourbitFriday,,,,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;RPG;Early Access,Early Access;Indie;RPG,,381,38,,0,,12.39
423810,Marooners,https://steamcdn-a.akamaihd.net/steam/apps/423810/header.jpg?t=1525087507,,M2H,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,,381,160,,0,,7.19
340830,Razenroth,https://steamcdn-a.akamaihd.net/steam/apps/340830/header.jpg?t=1555269718,,Enitvare,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,RPG;Action;Indie,,380,84,,275,,3.99
371500,Grey Cubes,https://steamcdn-a.akamaihd.net/steam/apps/371500/header.jpg?t=1455456594,,Deion Mobile,,,,Single-player;Steam Achievements;Full controller support;Stats,Action;Casual;Indie,Action;Casual;Indie,,380,43,,0,,0.79
392470,NOBUNAGA'S AMBITION: Sphere of Influence,https://steamcdn-a.akamaihd.net/steam/apps/392470/header.jpg?t=1550181132,,"KOEI TECMO GAMES CO., LTD.",,,,Single-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;Grand Strategy,,380,77,,0,,49.99
410820,Starward Rogue,https://steamcdn-a.akamaihd.net/steam/apps/410820/header.jpg?t=1546891023,,"Arcen Games, LLC",,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Bullet Hell;Action;Indie,,380,25,,0,,8.99
462200,Dungetris,https://steamcdn-a.akamaihd.net/steam/apps/462200/header.jpg?t=1540414342,,EfimovMax,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;RPG,RPG;Adventure;Indie,,380,104,,328,,3.19
488550,Dream Car Builder,https://steamcdn-a.akamaihd.net/steam/apps/488550/header.jpg?t=1547786889,,RoKo0 (Roman Konyukhov),,,,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Indie;Racing;Simulation,Simulation;Racing;Building,,380,26,,0,,7.19
207650,A Virus Named TOM,https://steamcdn-a.akamaihd.net/steam/apps/207650/header.jpg?t=1551739743,,Misfits Attic,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Puzzle;Action,,379,305,,97,,6.99
9460,Frontlines™: Fuel of War™,https://steamcdn-a.akamaihd.net/steam/apps/9460/header.jpg?t=1471962178,,Kaos Studios,,,,Single-player;Co-op;Steam Cloud,Action,Action;FPS;Shooter,,378,229,,154,,9.99
47700,Command & Conquer 4: Tiberian Twilight,https://steamcdn-a.akamaihd.net/steam/apps/47700/header.jpg?t=1447352715,,EA Los Angeles,,,,Single-player;Multi-player,Strategy,Strategy;RTS;Multiplayer,,378,1712,,267,,9.99
223730,Fly'N,https://steamcdn-a.akamaihd.net/steam/apps/223730/header.jpg?t=1531722646,,Ankama Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Platformer;Indie;2D,,378,60,,99,,7.49
425670,Seraph,https://steamcdn-a.akamaihd.net/steam/apps/425670/header.jpg?t=1482427063,,Dreadbit,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Female Protagonist;Platformer,,378,70,,0,,9.99
232970,Thunder Wolves,https://steamcdn-a.akamaihd.net/steam/apps/232970/header.jpg?t=1534432772,,Most Wanted Entertainment,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,377,61,,0,,7.99
252690,Fantasy Grounds,https://steamcdn-a.akamaihd.net/steam/apps/252690/header.jpg?t=1555463184,,"SmiteWorks USA, LLC",,,,Multi-player;Co-op;Cross-Platform Multiplayer,Indie;RPG;Strategy,RPG;Strategy;Software,,377,100,,86148,,29.99
351090,Regency Solitaire,https://steamcdn-a.akamaihd.net/steam/apps/351090/header.jpg?t=1553682281,,Grey Alien Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Casual;Card Game;Family Friendly,,377,23,,275,,6.99
399640,Flamebreak,https://steamcdn-a.akamaihd.net/steam/apps/399640/header.jpg?t=1458082745,,Nimbly Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Rogue-lite;Indie;Action,,377,24,,0,,7.19
108700,Death Rally,https://steamcdn-a.akamaihd.net/steam/apps/108700/header.jpg?t=1544544290,,Remedy Entertainment;Mountain Sheep;Cornfox & Brothers,,,,Single-player;Multi-player;Co-op,Action;Racing,Racing;Action;Remake,,376,158,,0,,6.99
211780,Conflict Desert Storm™,https://steamcdn-a.akamaihd.net/steam/apps/211780/header.jpg?t=1478801084,,Pivotal Games,,,,Single-player,Action,Action;Tactical;Third-Person Shooter,,376,93,,0,,4.99
494430,Praey for the Gods,https://steamcdn-a.akamaihd.net/steam/apps/494430/header.jpg?t=1555449944,,No Matter Studios,,,,Single-player;Full controller support,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Adventure;Action,,376,84,,0,,23.79
377870,DARIUSBURST Chronicle Saviours,https://steamcdn-a.akamaihd.net/steam/apps/377870/header.jpg?t=1538501793,,Pyramid,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Shoot 'Em Up;Arcade;Action,,375,65,,31,,29.99
454100,Dungeon Escape,https://steamcdn-a.akamaihd.net/steam/apps/454100/header.jpg?t=1553687963,,Alexey Roenko,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Platformer;Action,,375,108,,773,,2.79
482450,Nitroplus Blasterz: Heroines Infinite Duel,https://steamcdn-a.akamaihd.net/steam/apps/482450/header.jpg?t=1532465735,,EXAMU,,,,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;Action,,375,46,,198,,14.99
485350,Winter Novel,https://steamcdn-a.akamaihd.net/steam/apps/485350/header.jpg?t=1493564674,,DeXP,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,,375,77,,217,,1.59
344240,Man O' War: Corsair - Warhammer Naval Battles,https://steamcdn-a.akamaihd.net/steam/apps/344240/header.jpg?t=1528188462,,Evil Twin Artworks,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Adventure;Action;Games Workshop,,374,206,,0,,22.99
414870,Super Mega Baseball 2,https://steamcdn-a.akamaihd.net/steam/apps/414870/header.jpg?t=1545165181,,Metalhead Software Inc.,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Baseball,,374,76,,0,,23.79
34820,Combat Wings: Battle of Britain,https://steamcdn-a.akamaihd.net/steam/apps/34820/header.jpg?t=1551951696,,City Interactive,,,,Single-player;Multi-player,Simulation,Simulation;Flight;World War II,,373,101,,25,,4.99
284890,Left in the Dark: No One on Board,https://steamcdn-a.akamaihd.net/steam/apps/284890/header.jpg?t=1530538913,,Moonrise Interactive,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,,373,71,,0,,6.99
316930,Kings of Kung Fu,https://steamcdn-a.akamaihd.net/steam/apps/316930/header.jpg?t=1447362978,,Jae Lee Productions,,,,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Fighting,,372,209,,0,,6.99
329970,KeeperRL,https://steamcdn-a.akamaihd.net/steam/apps/329970/header.jpg?t=1554160410,,Electric Succubi,,,,Single-player;Steam Cloud,RPG;Strategy;Early Access,Early Access;Strategy;Base-Building,,372,49,,0,,10.99
339910,Uncraft World,https://steamcdn-a.akamaihd.net/steam/apps/339910/header.jpg?t=1464401637,,Studio TeamShuriken,,,,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Turn Notifications;Includes level editor,Action;Indie;Early Access,Early Access;Anime;Nudity,,372,64,,0,,6.99
345120,Vox Populi Vox Dei 2,https://steamcdn-a.akamaihd.net/steam/apps/345120/header.jpg?t=1513885518,,Great Cogs,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,Action;Indie;Platformer,,372,53,,0,,1.99
368590,Albert and Otto,https://steamcdn-a.akamaihd.net/steam/apps/368590/header.jpg?t=1499873084,,K Bros Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Dark,,372,186,,325,,3.99
376520,Kelvin and the Infamous Machine,https://steamcdn-a.akamaihd.net/steam/apps/376520/header.jpg?t=1484590533,,Blyts,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,,372,48,,0,,7.19
13540,Tom Clancy's Rainbow Six® Vegas,https://steamcdn-a.akamaihd.net/steam/apps/13540/header.jpg?t=1447351261,,Ubisoft Montreal,,,,Single-player;Multi-player,Action,Action;FPS;Tactical,,371,106,,0,,8.59
211180,Unmechanical,https://steamcdn-a.akamaihd.net/steam/apps/211180/header.jpg?t=1452457726,,Talawa Games,,,,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,Indie;Adventure;Casual,,371,28,,96,,6.99
